Realistic,Investigative,Artistic,Social,Enterprising,Conventional,CGPA,Programming,Mathematics,ProblemSolving,Communication,Leadership,Creativity,Technical,DataAnalysis,PublicSpeaking,Research,Career
7.3,9.0,3.2,5.2,5.7,6.6,3.25,3.6,1.9,4.6,3.2,3.2,3.7,4.7,3.9,2.8,3.0,Cybersecurity Analyst
4.1,6.2,3.4,5.5,6.5,8.8,4.42,1.0,5.0,4.6,2.5,4.0,3.5,3.5,3.7,3.8,4.2,Accountant/Auditor
3.6,5.8,4.8,4.8,8.0,8.5,4.55,1.7,5.0,2.4,3.0,3.5,2.1,2.9,4.5,2.1,2.3,Accountant/Auditor
7.0,10.0,7.5,4.6,5.5,4.7,3.89,4.1,5.0,4.3,4.2,3.0,3.0,4.0,4.7,2.6,3.3,Data Scientist
5.3,4.7,9.1,7.2,9.0,6.0,2.57,3.8,1.4,4.9,4.0,3.8,3.1,2.5,3.9,3.2,2.2,Entrepreneur
5.8,4.5,3.2,4.6,3.3,7.7,4.34,1.4,5.0,3.1,4.3,2.9,2.3,4.7,3.9,3.7,3.8,Accountant/Auditor
4.6,4.5,8.6,6.9,6.2,5.1,3.08,3.9,2.8,4.1,3.7,3.2,5.0,4.0,4.5,1.6,3.4,Graphic Designer/UI-UX
3.8,4.8,8.2,9.2,9.7,8.6,3.26,2.1,4.9,2.9,5.0,4.9,3.1,1.8,2.8,4.7,4.5,Human Resources Manager
3.3,5.4,2.1,8.5,7.2,5.0,3.33,1.2,3.4,4.1,4.7,4.8,4.4,1.2,5.0,4.5,2.7,Human Resources Manager
7.7,8.2,4.6,5.5,3.2,2.7,3.62,4.3,3.3,4.4,3.4,2.8,3.8,5.0,3.5,2.8,3.0,Software Developer
4.3,6.3,4.0,8.8,3.9,4.0,2.49,1.9,4.1,4.8,4.7,2.8,3.4,1.3,4.9,4.3,3.7,Teacher/Lecturer
4.3,4.1,4.7,10.0,6.8,5.4,3.41,1.0,2.6,4.0,5.0,4.5,3.7,2.5,5.0,4.9,1.9,Human Resources Manager
7.1,8.9,2.8,2.9,5.7,10.0,4.2,5.0,3.6,4.2,2.5,2.5,1.4,4.1,3.6,2.6,4.1,Cybersecurity Analyst
7.0,9.8,5.0,5.0,3.3,6.5,4.24,3.3,4.4,3.9,3.1,3.0,4.0,4.4,4.0,2.2,3.3,Civil/Mechanical Engineer
2.0,4.0,6.5,6.7,5.9,2.3,3.06,2.6,1.9,4.4,4.1,4.5,4.4,2.8,2.0,3.8,3.9,Marketing/Sales Executive
7.2,10.0,6.3,5.2,4.7,8.0,3.9,4.1,5.0,4.8,2.6,2.3,3.8,4.5,4.0,2.8,5.0,Software Developer
3.8,7.4,5.2,6.1,8.1,2.2,4.34,2.0,4.2,3.7,5.0,4.4,3.6,3.6,4.2,4.6,3.2,Entrepreneur
6.3,4.1,2.1,4.9,6.1,8.8,3.99,1.6,3.8,3.6,3.5,2.9,3.6,3.7,4.8,3.4,2.9,Accountant/Auditor
5.4,5.3,5.5,6.2,9.1,6.2,2.47,5.0,2.8,4.4,4.3,4.6,4.0,3.2,3.8,2.5,3.0,Entrepreneur
3.9,8.7,4.4,9.5,5.8,7.4,3.76,2.7,3.6,2.8,4.7,5.0,4.8,1.7,1.2,4.5,4.8,Teacher/Lecturer
5.1,10.0,3.4,5.6,8.3,8.8,4.14,4.0,4.1,4.8,2.5,2.2,2.1,3.4,4.8,3.3,3.9,Data Scientist
4.3,4.8,6.4,4.9,8.6,4.2,3.64,1.0,2.1,3.6,3.7,4.2,4.8,4.0,3.5,4.4,2.7,Entrepreneur
4.2,4.5,8.4,6.6,7.3,4.6,4.19,1.0,2.2,3.8,4.7,2.7,5.0,3.1,2.1,4.0,3.3,Graphic Designer/UI-UX
10.0,7.4,4.1,3.9,4.9,4.3,3.13,3.5,5.0,5.0,2.9,3.2,2.8,5.0,4.2,2.1,2.7,Civil/Mechanical Engineer
3.1,9.5,6.7,2.7,7.9,7.4,4.1,3.9,4.1,5.0,2.8,2.2,4.1,2.3,4.3,3.0,4.5,Data Scientist
2.2,2.2,7.6,5.0,3.4,3.4,3.58,1.0,3.5,5.0,5.0,4.5,5.0,3.7,3.6,3.1,3.9,Graphic Designer/UI-UX
4.3,6.7,2.6,4.2,7.1,10.0,2.68,4.5,4.4,4.7,4.6,4.6,1.8,2.8,4.5,2.9,4.5,Accountant/Auditor
5.0,5.1,5.6,5.5,7.0,8.3,4.9,2.1,4.1,4.5,3.9,2.5,4.5,3.9,4.5,5.0,4.0,Accountant/Auditor
6.6,4.6,3.8,3.1,6.5,9.0,3.48,3.5,4.6,4.2,3.6,4.3,3.1,1.4,4.0,1.6,2.7,Banker/Financial Analyst
7.3,7.4,5.4,4.7,6.6,8.3,3.19,4.1,3.1,4.4,3.4,3.8,3.4,4.0,3.9,1.7,5.0,Software Developer
4.7,6.4,5.7,7.1,4.8,4.5,3.3,1.5,2.8,3.6,4.6,3.2,3.9,3.2,3.7,5.0,3.6,Teacher/Lecturer
3.1,2.8,3.6,8.5,8.1,6.8,3.51,2.8,2.9,3.4,4.2,4.7,2.3,2.5,2.6,3.8,2.4,Human Resources Manager
3.6,6.1,7.1,5.3,4.9,5.0,3.78,5.0,1.3,3.4,4.0,4.4,4.9,3.6,4.0,2.9,4.4,Graphic Designer/UI-UX
4.7,8.1,2.2,4.3,5.1,9.1,3.56,2.3,4.1,3.7,3.8,1.4,1.0,3.1,3.1,3.0,3.0,Accountant/Auditor
6.8,6.5,5.5,4.4,8.8,5.1,3.77,2.4,3.6,3.9,4.6,4.5,4.5,1.2,3.7,4.6,3.8,Entrepreneur
4.8,8.3,4.4,5.6,5.2,7.5,3.69,4.0,3.9,4.4,1.7,2.2,3.4,4.4,3.9,2.5,3.4,Cybersecurity Analyst
5.6,6.7,9.4,4.3,6.8,1.0,4.06,1.9,1.6,5.0,4.0,2.7,4.5,3.9,3.6,3.0,1.4,Graphic Designer/UI-UX
5.9,6.5,3.1,6.9,2.2,5.8,4.2,3.9,4.1,5.0,3.0,5.0,2.0,4.9,3.7,3.3,3.9,Software Developer
6.2,8.3,3.9,7.3,4.3,8.8,3.23,2.3,3.9,4.6,2.8,4.5,2.8,4.0,4.0,2.7,5.0,Medical Lab Scientist
6.1,9.1,7.7,3.5,5.7,5.7,3.21,3.5,2.1,5.0,1.2,2.7,2.1,4.1,5.0,3.0,3.3,Cybersecurity Analyst
7.1,8.5,5.1,3.8,4.5,6.2,3.34,3.7,5.0,4.0,2.9,2.6,3.0,4.3,4.2,1.1,4.7,Cybersecurity Analyst
5.9,5.4,6.7,9.1,4.8,6.4,3.45,1.1,3.7,4.0,3.2,2.9,3.0,3.0,1.5,4.3,5.0,Teacher/Lecturer
8.3,8.2,4.9,2.3,5.0,7.6,4.04,4.7,4.7,4.3,3.0,3.8,2.6,4.5,5.0,1.3,5.0,Data Scientist
7.0,8.2,4.8,3.2,1.8,6.1,4.58,4.5,4.2,4.8,1.9,4.5,3.7,5.0,3.2,4.3,4.2,Software Developer
5.6,6.9,6.5,1.9,3.7,5.0,3.67,4.8,3.5,4.4,3.0,2.9,3.6,4.5,4.5,2.9,3.9,Software Developer
2.3,6.2,9.1,4.8,8.1,3.5,3.03,2.9,3.3,3.7,4.7,4.1,4.6,3.2,3.6,3.5,3.2,Marketing/Sales Executive
4.4,6.7,7.9,6.0,7.5,2.0,2.86,5.0,3.6,3.4,3.0,3.3,4.9,3.4,5.0,3.9,2.5,Graphic Designer/UI-UX
2.9,4.8,9.8,8.7,2.9,5.2,3.36,2.3,2.1,3.3,2.9,3.4,5.0,3.8,3.0,2.7,2.5,Graphic Designer/UI-UX
7.5,10.0,3.2,5.8,5.4,6.9,4.05,1.8,3.6,3.6,4.2,1.4,3.7,3.8,4.7,2.6,3.9,Medical Lab Scientist
4.8,5.3,9.6,4.0,7.0,4.8,2.75,5.0,2.0,2.9,3.4,2.0,4.9,5.0,3.0,4.7,4.3,Graphic Designer/UI-UX
7.2,5.9,10.0,3.6,5.9,4.7,2.98,1.5,4.7,4.8,4.4,3.0,4.8,4.1,4.2,2.7,3.4,Graphic Designer/UI-UX
3.8,2.3,3.4,7.1,8.9,3.6,2.29,1.0,2.0,3.5,5.0,4.2,4.8,2.9,3.5,5.0,2.0,Marketing/Sales Executive
4.8,4.9,9.1,7.9,2.9,3.5,1.5,3.6,3.6,3.8,4.5,1.5,4.9,5.0,2.4,3.7,2.8,Graphic Designer/UI-UX
9.3,8.2,3.4,8.7,4.8,7.7,4.58,1.5,4.8,3.9,3.1,2.8,2.2,4.9,4.2,2.5,4.8,Medical Lab Scientist
4.9,3.3,5.0,7.3,9.2,4.7,3.44,2.6,3.0,3.2,4.7,5.0,4.4,3.5,2.5,4.7,3.9,Marketing/Sales Executive
3.8,5.9,3.4,5.9,9.0,7.8,2.85,5.0,4.8,4.0,4.9,4.5,3.2,2.4,4.8,4.7,2.4,Banker/Financial Analyst
7.4,9.1,4.7,5.5,4.1,6.4,3.25,2.4,3.3,3.4,3.8,2.4,3.0,4.9,3.3,3.1,3.6,Medical Lab Scientist
4.0,3.9,5.7,7.5,4.6,5.4,2.33,1.7,1.7,2.9,5.0,4.6,1.9,2.2,2.9,3.1,3.5,Human Resources Manager
8.2,8.5,3.2,4.7,4.9,4.4,3.73,4.3,4.1,4.8,4.4,1.6,5.0,2.8,3.7,3.1,3.8,Software Developer
3.0,4.6,5.8,8.9,7.2,7.8,2.88,1.2,4.9,1.3,5.0,4.7,3.3,3.1,3.7,3.4,2.3,Human Resources Manager
3.1,4.0,8.2,7.5,4.5,3.8,2.54,2.4,3.1,4.5,4.8,2.0,4.6,4.2,2.8,3.2,3.8,Graphic Designer/UI-UX
4.2,9.6,4.8,1.0,5.8,7.6,4.11,4.8,4.4,4.8,2.1,3.4,5.0,3.0,4.6,2.3,4.4,Data Scientist
7.0,9.4,5.7,1.6,4.7,6.6,3.99,3.8,4.6,5.0,1.8,4.8,3.6,3.8,5.0,1.5,3.9,Data Scientist
2.5,4.9,4.6,9.9,4.8,6.9,2.96,1.0,2.4,4.3,4.4,4.5,4.5,1.5,3.8,5.0,4.7,Teacher/Lecturer
4.6,4.9,3.8,7.3,7.4,4.9,4.03,1.0,4.1,3.8,4.2,4.1,3.1,2.7,1.8,3.7,2.9,Human Resources Manager
8.0,4.8,7.5,7.6,5.6,5.6,3.35,3.1,2.5,2.5,4.3,3.1,3.7,2.2,4.6,4.3,4.2,Teacher/Lecturer
8.9,5.6,2.2,4.1,4.4,8.3,3.58,5.0,4.1,5.0,3.8,4.0,3.0,4.9,5.0,2.9,3.2,Civil/Mechanical Engineer
6.5,8.0,3.8,3.0,2.7,10.0,3.02,4.1,2.4,3.5,3.3,3.2,4.3,4.7,3.9,1.9,5.0,Cybersecurity Analyst
5.8,3.3,7.2,5.6,8.3,4.4,3.21,1.0,3.9,4.9,4.5,5.0,5.0,1.1,3.3,3.3,4.7,Entrepreneur
4.3,3.5,5.8,6.1,7.4,10.0,3.53,2.7,4.2,4.8,4.7,4.0,1.9,2.5,4.0,4.7,2.5,Banker/Financial Analyst
8.1,9.3,4.3,3.2,6.1,4.2,3.49,2.6,3.2,4.8,3.7,3.1,3.4,3.6,3.7,2.1,3.5,Cybersecurity Analyst
1.0,3.4,8.0,7.6,7.6,4.6,2.56,1.1,4.8,2.9,4.5,4.2,4.1,3.3,3.1,2.4,2.4,Human Resources Manager
8.3,7.3,5.9,5.8,5.4,5.1,3.44,5.0,3.0,4.0,2.6,4.0,3.8,3.5,3.6,1.9,2.9,Software Developer
4.2,6.6,2.7,3.1,5.5,8.0,3.85,4.6,4.4,3.2,4.1,4.8,2.2,3.8,4.6,4.3,5.0,Banker/Financial Analyst
4.7,6.8,9.2,8.7,1.1,8.8,3.45,2.4,2.8,3.3,3.9,2.2,2.9,3.0,1.4,4.8,5.0,Teacher/Lecturer
5.1,7.6,5.2,7.5,4.7,8.3,3.88,1.7,4.2,4.3,4.4,4.3,2.3,3.4,4.6,3.2,2.6,Accountant/Auditor
5.0,5.1,4.3,7.9,10.0,4.0,2.67,1.8,3.5,3.7,5.0,4.5,4.8,1.6,1.8,4.4,2.0,Marketing/Sales Executive
4.0,5.6,8.9,5.3,5.2,2.7,3.12,2.0,1.0,4.0,3.8,4.2,5.0,3.9,1.8,4.2,3.4,Graphic Designer/UI-UX
1.9,7.7,7.1,9.3,4.6,5.4,3.77,3.5,4.3,2.7,4.1,4.1,2.4,3.4,2.7,4.9,4.0,Teacher/Lecturer
2.2,9.3,3.4,4.3,7.2,9.1,4.03,2.2,4.2,3.3,4.3,4.8,2.3,3.4,4.2,2.9,4.3,Banker/Financial Analyst
1.0,5.1,3.1,3.7,7.4,9.4,4.06,3.3,5.0,3.6,3.9,4.3,2.4,2.4,5.0,3.9,5.0,Banker/Financial Analyst
2.0,7.8,4.3,4.8,5.3,9.1,4.51,2.7,3.8,1.6,4.1,2.3,2.4,2.3,4.1,2.5,2.7,Accountant/Auditor
7.2,4.8,6.6,5.5,7.9,6.9,4.06,3.4,3.5,3.4,4.9,5.0,4.4,3.1,2.3,2.8,3.0,Entrepreneur
6.6,8.9,4.1,3.5,4.6,8.9,3.92,1.0,3.8,3.5,4.2,3.5,2.6,4.3,3.9,3.0,4.1,Medical Lab Scientist
3.8,8.6,7.1,8.8,8.0,5.4,3.45,2.4,3.6,2.8,4.7,5.0,4.3,3.2,3.5,4.0,3.3,Teacher/Lecturer
4.7,9.1,5.0,2.7,6.3,7.1,3.41,3.5,4.5,4.6,5.0,3.2,2.4,4.0,4.7,3.3,4.6,Data Scientist
5.8,9.0,4.0,3.7,5.2,7.4,4.03,4.9,5.0,4.5,2.7,3.6,2.2,4.2,4.7,2.7,3.2,Cybersecurity Analyst
4.1,1.9,9.6,5.4,5.5,4.8,2.85,4.6,3.7,3.2,3.5,3.7,4.9,3.5,3.2,1.6,2.5,Graphic Designer/UI-UX
7.5,6.0,6.0,6.0,9.5,5.6,3.45,2.5,4.5,4.0,4.4,5.0,4.5,2.9,3.9,4.4,2.6,Entrepreneur
4.7,7.3,8.0,4.6,7.2,1.0,2.82,3.9,2.6,4.4,2.5,2.2,5.0,2.7,3.6,3.6,2.2,Graphic Designer/UI-UX
5.0,9.0,6.7,4.5,3.6,5.9,4.34,5.0,4.8,4.9,4.0,4.4,1.4,4.3,5.0,1.7,3.8,Data Scientist
4.6,4.3,10.0,5.8,4.2,5.2,2.88,1.9,2.1,3.4,3.3,1.6,4.6,3.0,1.4,3.8,1.7,Graphic Designer/UI-UX
8.0,8.1,2.8,5.0,1.0,5.7,3.55,2.8,3.7,4.6,1.5,2.2,3.3,4.3,4.6,1.2,4.9,Medical Lab Scientist
7.3,8.2,4.5,5.8,4.7,6.7,4.11,2.3,3.3,4.2,2.9,2.3,2.5,4.4,4.0,3.9,4.3,Medical Lab Scientist
8.1,7.4,4.6,4.4,5.4,9.4,3.11,4.0,5.0,4.7,2.7,5.0,1.5,4.4,4.6,2.6,4.9,Civil/Mechanical Engineer
4.5,7.4,6.1,9.7,3.9,6.0,4.31,1.4,2.6,4.2,5.0,3.7,3.6,2.9,2.5,5.0,3.4,Teacher/Lecturer
7.9,7.0,3.4,2.4,6.0,6.8,3.9,2.2,4.6,3.3,4.5,2.3,2.5,4.7,3.7,2.9,2.5,Civil/Mechanical Engineer
5.9,7.0,9.4,3.5,4.2,3.9,4.35,5.0,2.8,2.9,4.1,2.8,4.8,2.0,3.0,1.9,1.0,Graphic Designer/UI-UX
6.4,7.9,4.8,4.4,3.8,4.4,4.14,1.0,3.1,4.9,4.4,3.3,3.0,4.2,3.5,2.6,3.7,Medical Lab Scientist
4.9,3.6,8.5,5.7,5.4,1.0,3.6,3.7,3.2,4.8,4.1,5.0,4.9,1.4,3.0,4.3,2.1,Graphic Designer/UI-UX
4.7,4.3,2.4,5.7,8.9,4.3,3.21,2.6,4.2,4.6,4.6,5.0,3.9,1.6,4.4,5.0,2.7,Entrepreneur
8.8,8.5,1.7,3.9,3.2,4.5,2.45,4.4,4.2,3.9,3.6,2.6,2.5,5.0,5.0,2.4,4.5,Civil/Mechanical Engineer
9.4,8.0,3.1,6.2,8.0,5.5,4.21,5.0,3.5,4.3,4.1,4.5,4.0,3.6,5.0,2.0,3.2,Software Developer
3.7,4.4,4.5,6.3,5.1,8.5,3.54,1.0,4.2,4.5,3.2,3.3,1.3,2.9,4.2,2.1,4.0,Accountant/Auditor
7.4,9.3,2.6,3.6,3.3,2.6,4.21,4.0,5.0,4.9,2.9,2.9,3.7,5.0,4.2,3.9,3.8,Cybersecurity Analyst
2.9,5.5,4.4,8.6,6.6,6.4,3.25,2.7,3.3,3.4,4.4,3.6,1.5,3.1,2.6,3.6,3.6,Human Resources Manager
3.2,5.2,2.4,3.9,8.9,6.8,3.68,2.6,2.8,4.0,5.0,4.0,3.9,4.1,3.0,5.0,3.9,Entrepreneur
8.0,2.5,9.9,5.3,4.7,4.1,3.08,4.9,2.5,4.5,3.6,3.3,4.7,2.2,4.1,3.6,4.0,Graphic Designer/UI-UX
5.8,8.1,1.2,8.7,4.8,8.1,3.08,4.8,5.0,4.5,2.3,2.9,1.2,4.5,4.6,2.8,3.8,Cybersecurity Analyst
3.9,6.8,4.1,4.8,10.0,9.5,3.07,3.0,4.5,3.1,2.8,3.6,3.1,2.1,5.0,3.5,4.4,Accountant/Auditor
5.9,3.9,6.7,5.7,7.5,6.5,2.93,1.8,4.2,4.1,4.8,4.3,4.8,3.2,3.7,4.1,4.8,Entrepreneur
4.0,4.9,2.8,5.5,7.2,7.9,3.57,1.7,4.9,3.7,5.0,3.4,3.6,2.1,4.5,3.8,2.4,Accountant/Auditor
2.4,8.1,4.9,4.3,6.7,8.8,3.11,2.2,3.8,3.6,3.8,4.5,1.2,3.2,4.6,4.6,4.0,Banker/Financial Analyst
5.0,8.0,6.5,4.8,4.1,4.8,3.5,4.0,5.0,4.3,4.1,4.3,4.4,3.9,4.1,2.5,2.7,Software Developer
5.1,1.8,8.7,6.2,3.9,3.7,2.71,1.0,1.7,3.3,4.6,3.5,4.5,4.7,3.5,3.1,3.6,Graphic Designer/UI-UX
2.8,5.0,4.4,7.1,8.4,5.8,4.02,1.3,3.6,4.0,4.5,4.3,5.0,2.1,4.3,4.5,1.9,Marketing/Sales Executive
6.2,5.3,5.6,9.3,6.9,4.6,1.59,1.0,3.5,4.1,4.5,5.0,3.3,1.0,3.8,5.0,3.8,Human Resources Manager
4.8,4.1,5.1,6.8,7.8,5.0,5.0,1.6,3.2,4.3,4.6,4.7,5.0,1.4,1.0,3.5,4.1,Human Resources Manager
4.5,7.5,6.3,2.0,1.6,4.4,4.07,4.4,3.7,4.5,1.4,3.3,3.8,3.9,4.6,1.4,4.5,Software Developer
7.5,7.8,1.7,4.8,7.0,5.3,4.18,5.0,4.9,5.0,3.7,2.9,2.1,4.0,3.1,4.7,3.3,Software Developer
8.7,8.7,3.6,1.3,5.1,7.3,4.5,2.9,4.4,4.7,3.1,4.0,3.4,5.0,4.2,3.8,3.3,Civil/Mechanical Engineer
9.4,7.7,2.9,4.8,4.0,5.4,3.85,1.1,3.4,4.9,2.7,2.9,3.6,4.5,3.9,2.9,3.7,Civil/Mechanical Engineer
7.6,7.7,3.6,6.5,4.1,7.8,3.4,3.8,4.6,4.3,2.6,3.8,3.1,4.4,4.8,3.5,4.1,Civil/Mechanical Engineer
6.5,8.8,6.9,5.0,4.1,7.0,4.13,3.7,4.3,5.0,4.3,3.6,4.6,3.4,5.0,2.1,3.7,Data Scientist
3.7,10.0,4.9,5.6,1.9,8.0,4.1,4.8,5.0,4.6,3.0,3.8,3.1,3.1,4.5,1.5,4.0,Data Scientist
5.6,6.0,2.8,2.7,4.3,8.2,3.62,3.1,4.3,3.8,3.7,3.6,3.1,1.8,4.4,4.3,2.1,Accountant/Auditor
4.5,7.5,5.2,7.9,7.3,7.7,4.17,2.6,3.2,4.3,4.7,3.8,3.0,1.9,3.3,3.2,3.7,Human Resources Manager
4.5,4.7,6.3,5.8,7.2,8.7,3.38,1.0,4.7,5.0,4.5,3.8,2.8,3.0,4.6,3.8,3.8,Banker/Financial Analyst
3.4,7.9,4.7,3.0,6.7,7.6,3.59,1.7,4.7,3.8,4.6,3.8,1.9,4.0,5.0,4.0,3.6,Banker/Financial Analyst
4.4,9.0,1.9,4.2,8.0,7.2,3.98,3.8,5.0,4.2,5.0,4.9,3.4,3.8,5.0,4.1,3.8,Data Scientist
7.2,7.5,6.5,8.5,5.0,7.6,4.03,2.6,2.5,4.2,2.8,3.3,2.7,5.0,4.6,3.3,4.4,Medical Lab Scientist
7.0,6.8,3.8,7.5,8.7,8.0,2.72,3.4,3.8,4.9,3.7,3.4,1.6,1.7,4.4,3.6,3.4,Banker/Financial Analyst
4.2,6.9,2.7,5.4,8.8,2.0,4.48,1.3,3.7,3.9,3.9,4.5,4.1,2.8,2.6,3.5,4.2,Entrepreneur
3.3,6.0,1.5,2.6,6.2,8.7,3.8,2.5,5.0,4.1,3.5,3.3,3.4,3.0,4.8,3.6,3.0,Accountant/Auditor
4.9,4.3,7.7,7.8,5.0,3.9,3.39,1.8,2.9,3.3,5.0,5.0,2.3,2.1,3.0,4.7,1.8,Human Resources Manager
3.8,3.9,8.3,5.5,5.2,1.8,3.05,2.7,3.0,4.2,5.0,2.0,5.0,4.1,3.1,3.0,2.7,Graphic Designer/UI-UX
5.2,6.9,3.5,4.5,9.9,8.4,3.89,3.1,3.9,4.2,4.0,3.5,3.1,2.0,3.9,4.2,3.4,Banker/Financial Analyst
3.1,6.0,6.7,8.3,4.5,3.8,4.07,1.7,4.5,4.5,4.7,4.5,2.3,1.6,3.4,4.1,3.6,Human Resources Manager
5.3,5.3,8.0,2.4,6.4,2.7,3.22,3.2,2.3,3.3,3.9,2.5,5.0,3.7,5.0,2.1,3.0,Graphic Designer/UI-UX
1.3,3.4,5.6,7.7,8.5,7.6,3.8,2.7,2.3,5.0,5.0,4.3,1.8,1.0,4.0,3.3,2.4,Human Resources Manager
7.0,9.7,3.8,5.0,4.6,6.7,4.26,3.8,5.0,4.5,4.1,4.5,4.1,2.7,4.9,3.9,4.8,Data Scientist
4.8,5.6,4.0,2.0,8.7,10.0,3.8,1.2,4.8,3.7,4.3,4.3,3.3,3.8,4.6,3.9,4.4,Banker/Financial Analyst
7.1,8.4,3.9,5.9,3.6,8.2,3.71,1.0,5.0,4.0,4.6,4.3,3.7,4.4,4.2,1.7,5.0,Medical Lab Scientist
8.1,8.9,3.3,3.3,8.5,4.0,2.76,2.3,2.8,3.3,3.8,5.0,4.1,2.6,1.9,3.9,4.2,Entrepreneur
3.1,6.4,2.5,4.3,8.1,7.8,3.33,3.2,4.6,4.1,4.1,4.1,3.7,3.0,3.9,3.6,3.5,Banker/Financial Analyst
7.9,8.4,4.4,3.9,5.1,6.2,3.71,5.0,4.0,4.8,3.6,2.7,4.4,4.4,4.7,2.5,3.3,Cybersecurity Analyst
4.6,8.8,7.9,7.9,6.1,5.8,4.57,4.5,2.5,5.0,4.6,4.3,1.4,3.5,1.0,4.4,3.6,Teacher/Lecturer
4.1,4.5,9.1,5.0,5.5,6.3,3.99,2.1,2.8,3.5,4.5,4.9,4.7,4.2,4.4,3.2,3.7,Graphic Designer/UI-UX
4.9,8.9,5.8,4.7,5.9,7.7,4.45,4.4,4.8,5.0,2.9,2.1,2.1,3.9,4.2,3.5,4.2,Data Scientist
5.7,5.4,6.9,8.4,9.3,7.8,1.94,1.0,2.1,2.7,4.7,4.4,5.0,3.2,2.5,4.8,1.6,Marketing/Sales Executive
4.2,2.7,8.8,3.1,6.3,6.0,2.26,1.0,2.2,4.8,4.1,2.6,4.5,4.2,4.3,1.6,3.6,Graphic Designer/UI-UX
7.7,6.2,4.1,4.1,5.3,7.8,4.25,3.3,4.3,3.4,3.9,2.8,2.3,1.9,4.6,3.4,4.3,Accountant/Auditor
8.4,8.8,2.9,2.0,1.7,6.7,4.29,5.0,4.6,5.0,2.5,1.6,4.3,4.5,3.9,2.9,3.8,Software Developer
9.0,8.0,2.6,2.6,6.1,6.3,4.14,4.4,4.7,4.2,3.4,5.0,5.0,4.9,4.0,3.7,3.5,Civil/Mechanical Engineer
2.4,6.5,4.0,8.1,6.4,7.3,4.17,1.0,4.2,3.4,5.0,4.0,4.5,3.1,3.4,4.3,4.8,Teacher/Lecturer
7.9,7.3,6.2,5.4,6.8,4.6,4.09,1.9,4.2,4.3,2.8,3.2,3.1,4.3,4.3,2.8,3.7,Civil/Mechanical Engineer
3.5,7.8,5.0,3.3,9.1,10.0,3.52,2.7,5.0,4.2,4.2,5.0,1.6,2.1,4.7,2.5,3.5,Banker/Financial Analyst
2.0,6.5,3.3,5.3,7.3,8.8,3.92,2.6,5.0,3.7,3.3,4.0,1.7,3.4,4.4,3.1,5.0,Accountant/Auditor
3.5,3.4,6.8,8.2,9.2,5.6,3.66,2.6,2.0,2.6,4.8,4.9,3.3,2.4,4.1,4.5,4.6,Marketing/Sales Executive
4.6,9.3,4.3,3.9,7.4,9.1,4.12,1.1,4.1,5.0,5.0,4.5,4.5,3.5,4.8,2.4,2.8,Accountant/Auditor
4.2,8.4,3.8,4.6,6.6,8.6,3.76,3.6,5.0,4.9,3.6,3.5,3.2,4.2,4.7,3.3,3.4,Data Scientist
4.5,4.0,8.6,3.4,4.1,5.5,3.5,3.3,1.8,4.8,3.8,3.1,5.0,2.8,2.2,4.2,4.0,Graphic Designer/UI-UX
3.8,3.6,5.7,5.1,9.6,4.9,3.23,1.1,2.5,3.9,4.5,4.2,5.0,1.0,3.2,4.2,4.4,Marketing/Sales Executive
3.0,2.4,6.2,4.7,9.8,5.8,3.71,1.0,3.2,3.3,4.8,3.7,4.1,1.0,2.8,3.8,4.8,Marketing/Sales Executive
5.1,5.2,9.6,7.7,8.1,5.3,2.94,2.5,3.2,3.1,3.8,2.3,4.4,3.7,3.6,3.8,3.4,Graphic Designer/UI-UX
2.8,3.3,6.1,4.6,9.9,8.1,3.49,1.7,4.2,4.6,4.2,4.0,3.7,4.0,4.0,2.7,3.4,Accountant/Auditor
4.0,4.4,4.5,6.0,9.5,4.0,4.22,4.1,3.3,4.5,3.4,4.3,3.5,2.1,3.8,4.7,4.0,Entrepreneur
8.5,9.3,4.2,5.7,7.6,6.3,3.81,4.3,5.0,5.0,2.2,4.9,2.6,3.6,4.5,5.0,4.4,Data Scientist
3.7,5.7,3.9,4.0,4.7,9.6,3.83,1.4,4.6,4.1,3.3,4.3,2.6,2.8,4.5,3.6,3.2,Accountant/Auditor
5.0,7.7,1.0,4.1,4.6,7.8,3.66,3.2,4.7,3.5,3.7,4.0,3.1,2.5,4.2,1.7,2.9,Accountant/Auditor
5.6,5.1,5.5,4.4,9.3,3.6,3.84,2.5,3.4,5.0,3.5,4.6,4.7,2.4,4.2,3.8,3.6,Entrepreneur
3.5,3.9,6.0,8.2,8.2,6.5,3.83,2.7,2.6,4.6,4.9,5.0,3.0,3.6,2.2,3.1,2.0,Human Resources Manager
9.5,7.7,4.0,5.3,3.8,5.4,3.71,3.5,4.0,4.2,2.6,4.2,2.4,4.8,3.6,2.2,4.2,Software Developer
7.7,8.3,3.0,1.0,4.4,6.8,3.09,3.6,4.9,3.6,3.1,4.9,4.1,4.6,3.9,2.3,4.5,Civil/Mechanical Engineer
4.6,4.3,2.9,6.0,6.2,9.8,3.88,1.4,4.2,4.2,3.0,2.1,1.4,3.5,4.3,4.3,2.5,Accountant/Auditor
7.8,6.0,4.6,3.4,5.5,8.0,3.64,1.0,4.3,5.0,3.2,4.9,3.9,4.0,3.6,3.3,4.5,Civil/Mechanical Engineer
3.2,3.1,6.4,8.2,8.0,6.1,3.32,2.4,2.6,4.4,4.4,3.3,3.3,1.8,1.4,5.0,3.1,Marketing/Sales Executive
